epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,7109.26,1.19991,0.67758,0.92071,0.7812,0.70715,0.74841,0.48394,1.19369,0.6767,0.94753,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,7326.88,1.19632,0.67369,0.92023,0.76041,0.71153,0.75234,0.48673,1.19346,0.67456,0.94776,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,7544.62,1.18977,0.66814,0.91913,0.77038,0.70767,0.7507,0.48554,1.19307,0.67323,0.94758,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,7762.32,1.18675,0.65835,0.91805,0.7289,0.7333,0.75444,0.48801,1.19271,0.66913,0.94783,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,7980.15,1.18078,0.65161,0.91543,0.77887,0.71421,0.75174,0.4869,1.19268,0.67172,0.94757,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,8197.52,1.17792,0.64417,0.91699,0.7598,0.72113,0.74907,0.48563,1.19292,0.67425,0.94757,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,8415.18,1.17148,0.63894,0.91462,0.75537,0.71679,0.74908,0.48518,1.19318,0.67146,0.94824,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,8632.44,1.16212,0.63005,0.91214,0.73558,0.73141,0.75072,0.48378,1.19268,0.66779,0.9484,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,8850.26,1.15803,0.62224,0.91129,0.771,0.70756,0.75239,0.48475,1.19208,0.6655,0.94818,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,9067.28,1.14089,0.59746,0.93172,0.73938,0.72586,0.75213,0.48459,1.19353,0.66535,0.94875,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,9283.86,1.12983,0.58345,0.9255,0.74093,0.72855,0.75185,0.48413,1.19507,0.66529,0.9493,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,9500.17,1.12101,0.57396,0.9258,0.7507,0.72023,0.7506,0.48408,1.19597,0.66674,0.94972,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,9716.72,1.1096,0.56484,0.92191,0.7181,0.7438,0.74909,0.48358,1.19824,0.6688,0.95042,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,9933.06,1.10435,0.55615,0.92129,0.70829,0.74314,0.74741,0.48202,1.20002,0.67148,0.95111,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,10149.5,1.09328,0.54917,0.91475,0.70938,0.74059,0.74625,0.4803,1.20197,0.67457,0.95178,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,10365.6,1.08692,0.53749,0.91684,0.71016,0.7374,0.74446,0.47743,1.20381,0.67662,0.95249,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,10582.3,1.07733,0.52809,0.91384,0.71022,0.73659,0.74336,0.47701,1.20506,0.67889,0.95296,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,10798.3,1.06883,0.52063,0.91317,0.71252,0.7336,0.74253,0.4768,1.20633,0.68123,0.9535,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,11014.7,1.06278,0.51307,0.90964,0.71996,0.73013,0.74178,0.47565,1.20784,0.68326,0.9541,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
